time_ms,ax,ay,az,gx,gy,gz
23059,11.372,0.132,1.253,7.275,-7.153,2.603
23109,11.489,-0.604,0.369,0.45,-3.519,0.26
23159,12.219,-0.038,1.631,4.893,-1.595,-2.634
23209,11.309,-0.237,1.593,4.519,-12.229,-1.321
23260,10.758,0.11,1.787,0.504,-19.725,-3.046
23309,10.751,0.323,1.679,12.305,-30.282,1.038
23359,9.889,-0.23,0.618,23.901,-32.542,2.695
23409,9.913,-0.153,0.601,21.427,-28.183,1.725
23459,9.264,-0.881,-0.311,18.855,-22.802,-0.557
23510,9.726,-0.249,0.122,-3.473,-13.779,-7.55
23560,9.278,0.314,-0.048,7.389,-11.962,-4.641
23609,9.175,0.125,0.651,-3.336,-12.023,-4.099
